timestamp_us,adc_raw,voltage_V,field_mT
8666525,1900,1.531,5.396
8676525,1862,1.501,6.506
8686525,1855,1.495,6.711
8696525,1842,1.484,7.091
8706525,1851,1.492,6.828
8716525,1855,1.495,6.711
8726525,1883,1.517,5.893
8736525,1891,1.524,5.659
8746525,1878,1.513,6.039
8756525,1863,1.501,6.477
8766525,1859,1.498,6.594
8776525,1798,1.449,8.376
8786525,1856,1.496,6.682
8796525,1661,1.339,12.378
8806525,1835,1.479,7.295
8816525,1825,1.471,7.587
8826525,1857,1.496,6.652
8836525,1858,1.497,6.623
8846525,1876,1.512,6.097
8856525,1877,1.513,6.068
9088698,1863,1.501,6.477
9098525,1707,1.376,11.034
9108525,1951,1.572,3.907
9118525,1898,1.530,5.455
9128525,1870,1.507,6.273
9138525,1861,1.500,6.536
9148525,1840,1.483,7.149
9158525,1891,1.524,5.659
9168525,1930,1.555,4.520
9178525,1872,1.509,6.214
9188525,1982,1.597,3.001
9198525,1853,1.493,6.769
9208525,1744,1.405,9.953
9218525,1874,1.510,6.156
9228525,1839,1.482,7.178
9238525,1845,1.487,7.003
9248525,1866,1.504,6.390
9258525,1869,1.506,6.302
9268525,1834,1.478,7.324
9278525,1869,1.506,6.302
9288525,1843,1.485,7.061
9298525,1713,1.380,10.859
9308525,1856,1.496,6.682
9318525,1850,1.491,6.857
9328525,1872,1.509,6.214
9338525,1879,1.514,6.010
9348525,1865,1.503,6.419
9358525,1870,1.507,6.273
9368525,1860,1.499,6.565
9378525,1809,1.458,8.055
9388525,1859,1.498,6.594
9398525,1760,1.418,9.486
9408525,1935,1.559,4.374
9418525,1872,1.509,6.214
9428525,1860,1.499,6.565
9438525,1878,1.513,6.039
9448525,1860,1.499,6.565
9458525,1885,1.519,5.835
9468525,1913,1.542,5.017
9478525,1856,1.496,6.682
9488525,1839,1.482,7.178
9498525,1856,1.496,6.682
9508525,1848,1.489,6.915
9518525,1839,1.482,7.178
9528525,1869,1.506,6.302
9538525,1859,1.498,6.594
9548525,1862,1.501,6.506
9558525,1865,1.503,6.419
9568525,1857,1.496,6.652
9578525,1878,1.513,6.039
9588525,1856,1.496,6.682
9598525,1853,1.493,6.769
9608525,1825,1.471,7.587
9618525,1873,1.509,6.185
9628525,1858,1.497,6.623
9638525,1868,1.505,6.331
9648525,1845,1.487,7.003
9658525,1852,1.492,6.799
9668525,1869,1.506,6.302
9678525,1792,1.444,8.551
9688525,1847,1.488,6.945
9698525,1895,1.527,5.542
9708525,1862,1.501,6.506
9718525,1856,1.496,6.682
9728525,1854,1.494,6.740
9738525,1862,1.501,6.506
9748525,1856,1.496,6.682
9758525,1860,1.499,6.565
9768525,1703,1.372,11.151
9778525,1891,1.524,5.659
9788525,1645,1.326,12.846
9798525,1877,1.513,6.068
9808525,1895,1.527,5.542
9818525,1861,1.500,6.536
9828525,1822,1.468,7.675
9838525,1844,1.486,7.032
9848525,1855,1.495,6.711
9858525,1856,1.496,6.682
9868525,1862,1.501,6.506
9878525,1843,1.485,7.061
9888525,1869,1.506,6.302
9898525,1833,1.477,7.354
9908525,1855,1.495,6.711
9918525,1870,1.507,6.273
9928525,1862,1.501,6.506
9938525,1843,1.485,7.061
9948525,1869,1.506,6.302
9958525,1887,1.521,5.776
9968525,1873,1.509,6.185
9978525,1872,1.509,6.214
9988525,1766,1.423,9.311
9998525,1861,1.500,6.536
10008525,1856,1.496,6.682
10018525,1866,1.504,6.390
10028525,1857,1.496,6.652
10038525,1969,1.587,3.381
10048525,1904,1.534,5.279
10058525,1839,1.482,7.178
10068525,1872,1.509,6.214
10078525,1852,1.492,6.799
10310872,1968,1.586,3.410
10320525,1855,1.495,6.711
10330525,1902,1.533,5.338
10340525,1933,1.558,4.432
10350525,1856,1.496,6.682
10360525,1885,1.519,5.835
10370525,1881,1.516,5.951
10380525,1867,1.505,6.360
10390525,1887,1.521,5.776
10400525,1858,1.497,6.623
10410525,1869,1.506,6.302
10420525,1856,1.496,6.682
10430525,1857,1.496,6.652
